,Compound,Media Outlet,Negative,Neutral,Number of Tweets Ago,Positive,Time,Tweet Text
253,0.0,@CNN,0.0,1.0,60,0.0,Sat Apr 21 23:29:38 +0000 2018,"RT @jimmy_dore: Hey @murphy_paulp since U wrote a story calling me an ""extremist conpicracy theorist peddler"" cuz I'm anti-war, Y did CNN h…"
254,-0.5994,@CNN,0.245,0.755,61,0.0,Sat Apr 21 23:29:38 +0000 2018,RT @SteveDavidMike2: @TiffanyHaddish @Sun🌞SpecialRequest V🌷@GunsNRoses Civil War @AxlRose @Slash @DuffMcKagan @JimiHendrix @TheRock @KevinH…
255,0.0,@CNN,0.0,1.0,62,0.0,Sat Apr 21 23:29:38 +0000 2018,RT @CraigChermside: @roseandkim @side_show007 @jblevers @ScottRickhoff @oldairforcedude @Inge_Mausi @Hotaugustknigh1 @NaomiBurke18 @Trader_…
256,0.0,@CNN,0.0,1.0,63,0.0,Sat Apr 21 23:29:36 +0000 2018,"@RealCandaceO @RubinReport 8 yrs of @BarackObama
Record welfare &amp; food stamps

1 yr of @realDonaldTrump
HIGHEST bla… https://t.co/6FRSTD0b4P"
257,-0.3182,@CNN,0.176,0.733,64,0.092,Sat Apr 21 23:29:35 +0000 2018,"RT @CNN: ""Money was always a struggle ... I never forgot what it was like to be in a family that struggles financially,"" Sen. Bernie Sander…"
258,0.5754,@CNN,0.0,0.79,65,0.21,Sat Apr 21 23:29:35 +0000 2018,"RT @HoseokArg: ¡POR FAVOR AYUDEMOS A NICARAGUA!

@telefe @eltreceoficial @eltreceprensa @CNNEPrensa
@TVN @T13 @chilevision @CNN @Sintesis_1…"
259,-0.6486,@CNN,0.142,0.858,66,0.0,Sat Apr 21 23:29:35 +0000 2018,"RT @CNN: Avicii songs ring out from this Dutch town's bell tower as a tribute to the Swedish artist, who was found dead Friday at the age o…"
260,-0.3818,@CNN,0.115,0.885,67,0.0,Sat Apr 21 23:29:33 +0000 2018,@CNN @VanJones68 He should try losing an Exacta by a nostril to Wayne Rice and Arianne Cox.  For a $100 ticket wort… https://t.co/XG8xaLBX3U
261,-0.2732,@CNN,0.309,0.531,68,0.159,Sat Apr 21 23:29:30 +0000 2018,RT @CNN: Hawaii rescue boat operator accused of demanding money from flood victims https://t.co/O2WkYlmmb5 https://t.co/KveI3AGSD5
262,0.0,@CNN,0.0,1.0,69,0.0,Sat Apr 21 23:29:30 +0000 2018,"RT @CNN: This 7-year-old girl was the only student at an Alexandria, Virginia, elementary school to participate when students across the na…"
263,0.0,@CNN,0.0,1.0,70,0.0,Sat Apr 21 23:29:25 +0000 2018,@CNN This is Hoggwash!
264,0.0258,@CNN,0.128,0.741,71,0.132,Sat Apr 21 23:29:24 +0000 2018,RT @KrisParonto: What’s sad is that this is a pretty dang accurate assessment 😡😞 @CNN @DNC @MSNBC @nytimes @washingtonpost @Salon @voxdotco…
265,0.0,@CNN,0.0,1.0,72,0.0,Sat Apr 21 23:29:23 +0000 2018,@roseandkim @side_show007 @jblevers @ScottRickhoff @oldairforcedude @Inge_Mausi @Hotaugustknigh1 @NaomiBurke18… https://t.co/GujVKzgCQ4
266,-0.3802,@CNN,0.148,0.761,73,0.091,Sat Apr 21 23:29:23 +0000 2018,RT @RoseFromPhila: Time the turn off @CNN as @VanJones68 having Bernie Sanders the Fraud and Grifter on! Seems like media doing a rehash of…
267,0.0,@CNN,0.0,1.0,74,0.0,Sat Apr 21 23:29:22 +0000 2018,RT @TishMoscow: @CraigChermside @roseandkim @side_show007 @jblevers @ScottRickhoff @oldairforcedude @Inge_Mausi @Hotaugustknigh1 @NaomiBurk…
268,-0.3612,@CNN,0.106,0.894,75,0.0,Sat Apr 21 23:29:21 +0000 2018,"RT @CNN: Former first lady Barbara Bush's casket, carried by 8 grandsons, leaves her funeral in Houston, Texas, as her husband, former Pres…"
269,-0.3182,@CNN,0.176,0.733,76,0.092,Sat Apr 21 23:29:21 +0000 2018,"RT @CNN: ""Money was always a struggle ... I never forgot what it was like to be in a family that struggles financially,"" Sen. Bernie Sander…"
270,0.0,@CNN,0.0,1.0,77,0.0,Sat Apr 21 23:29:20 +0000 2018,RT @Hoping2HelpMom: @JoyAnnReid @amjoyshow @maddow @CNN @MSNBC @nytimes @washingtonpost @Lawrence @RWPUSA @AriMelber @TheBeatWithAri @Chris…
271,0.7579,@CNN,0.0,0.711,78,0.289,Sat Apr 21 23:29:18 +0000 2018,@CNN @VanJones68 Is that why he took assistance from the NRA to help him win his senate seat?
272,0.0,@CNN,0.0,1.0,79,0.0,Sat Apr 21 23:29:17 +0000 2018,"RT @_CFJ_: RIP Laquante 28y/o

Shot Jul 13
https://t.co/lnhrz1F6Tm

#BlackLivesMatter⁉️Protest⁉️

@POTUS⁉️

@CBS @ABC @NBC @CNN @MSNBC&amp; @PO…"
273,0.2263,@CNN,0.0,0.905,80,0.095,Sat Apr 21 23:29:16 +0000 2018,"I don't watch TV.. I watch the internet... I even watch TV on the internet..
Nobody watches TV straight up anymore.… https://t.co/TcvQZPtZYd"
274,-0.4019,@CNN,0.218,0.657,81,0.125,Sat Apr 21 23:29:15 +0000 2018,@Sablebell @AC360 @CNN Trump deserves no praise for anything. He is one of the worst human beings in this planet. 2… https://t.co/5e42GZZQ4F
275,0.0,@CNN,0.0,1.0,82,0.0,Sat Apr 21 23:29:15 +0000 2018,RT @CNN: Marriage is such a big issue in China that parents can resort to extreme measures to find their children a spouse. See how Shangha…
276,0.0,@CNN,0.0,1.0,83,0.0,Sat Apr 21 23:29:13 +0000 2018,RT @_CFJ_: @mike_pence @Delo_Taylor @marclamonthill @JoyAnnReid @donlemon @NAACP @BET @OfficialCBC @Kaepernick7 @nflcommish @MalcolmJenkins…
277,-0.0772,@CNN,0.061,0.939,84,0.0,Sat Apr 21 23:29:12 +0000 2018,"RT @CNN: A Texas charter school is apologizing after a teacher gave an assignment to an eighth grade American History class, asking student…"
278,0.0,@CNN,0.0,1.0,85,0.0,Sat Apr 21 23:29:11 +0000 2018,@3Conservative @KrisParonto @CNN @DNC @MSNBC @nytimes @washingtonpost @Salon @voxdotcom @chelseahandler @TheView… https://t.co/JxfrzjDNcV
279,0.1779,@CNN,0.099,0.73,86,0.172,Sat Apr 21 23:29:10 +0000 2018,@CNN @CNNOpinion Accidents such as this one will prevent others. Those passengers were all fortunate to be with suc… https://t.co/CJY5RuKo49
280,0.0772,@CNN,0.0,0.902,87,0.098,Sat Apr 21 23:29:09 +0000 2018,"RT @perfectsliders: .@CNN reports, 82% of Americans say they want DACA to continue"
281,-0.4767,@CNN,0.14,0.86,88,0.0,Sat Apr 21 23:29:08 +0000 2018,"RT @girl4_trump: With the #Mueller investigation unravelling as I type, &amp; #Comey #McCabe going down its gonna get much worse: 
#TrumpDerang…"
282,0.0,@CNN,0.0,1.0,89,0.0,Sat Apr 21 23:29:08 +0000 2018,RT @_CFJ_: @mike_pence @Delo_Taylor @marclamonthill @JoyAnnReid @donlemon @NAACP @BET @OfficialCBC @Kaepernick7 @nflcommish @MalcolmJenkins…
283,-0.5106,@CNN,0.155,0.845,90,0.0,Sat Apr 21 23:29:08 +0000 2018,"RT @skramerbyu_82: 💥While #Comey continues on his #HigherLoyalty tour he’s proving himself over&amp;over again2be a liar, leaker &amp; traitor. @CN…"
284,-0.1531,@CNN,0.082,0.918,91,0.0,Sat Apr 21 23:29:07 +0000 2018,RT @jimmy_dore: @murphy_paulp @RichardHasse @JSException @CNN Maybe you should try defending your hit piece by confronting me directly toda…
285,0.34,@CNN,0.122,0.676,92,0.203,Sat Apr 21 23:29:06 +0000 2018,"RT @CNN: Verne Troyer, the actor best known for playing Mini-Me in the Austin Powers films, has died. He was 49. https://t.co/RFOz7xkZfv ht…"
286,-0.6486,@CNN,0.142,0.858,93,0.0,Sat Apr 21 23:29:05 +0000 2018,"RT @CNN: Avicii songs ring out from this Dutch town's bell tower as a tribute to the Swedish artist, who was found dead Friday at the age o…"
287,0.296,@CNN,0.0,0.891,94,0.109,Sat Apr 21 23:29:05 +0000 2018,@Bryan4USA @Kim_1968220 @teapot_russells @CNN @KyleKashuv Yep. They did. Just look at them. Hogg is Anderson Cooper's little alter boy.
288,0.0,@CNN,0.0,1.0,95,0.0,Sat Apr 21 23:29:02 +0000 2018,@CNN @VanJones68 So your answer to that is to charge people 50% of their income and let the government have full co… https://t.co/LDKii0Nnzw
289,-0.3182,@CNN,0.176,0.733,96,0.092,Sat Apr 21 23:29:01 +0000 2018,"RT @CNN: ""Money was always a struggle ... I never forgot what it was like to be in a family that struggles financially,"" Sen. Bernie Sander…"
290,0.0,@CNN,0.0,1.0,97,0.0,Sat Apr 21 23:29:00 +0000 2018,@GregSherrow @frontlinepbs @PBS @NPR @60Minutes @MeetThePress @MSNBC @latimes @nytimes @washingtonpost @sfchronicle… https://t.co/kdQv8ppHOn
291,0.0,@CNN,0.0,1.0,98,0.0,Sat Apr 21 23:29:00 +0000 2018,RT @Cfiallos8: @nbc @BBCBreaking @CNN @BBC_HaveYourSay @HoustonChron @nytimes @washingtonpost @BBCWorld @HuffPost what's happening in #nica…
292,-0.6892,@CNN,0.319,0.681,99,0.0,Sat Apr 21 23:29:00 +0000 2018,The four-legged casualties of the opioid crisis @CNN https://t.co/GX9VOpfAHk OMG!! #OpioidCrisis
293,0.296,@FoxNews,0.0,0.855,0,0.145,Sat Apr 21 23:30:41 +0000 2018,"@libertyorklepto @TrumpIsKnownAs @FoxNews Ok doofus, what does that have to do with Barbara Bush?"
294,-0.8689,@FoxNews,0.419,0.581,1,0.0,Sat Apr 21 23:30:40 +0000 2018,"@FoxNews @dbongino Kick His Behind, Why Do The Dems Ignore @HillaryClinton ‘s Brutal Lack Of Insensitive Feelings S… https://t.co/Ojx9A2Or8y"
295,-0.3612,@FoxNews,0.102,0.898,2,0.0,Sat Apr 21 23:30:39 +0000 2018,"RT @FoxNews: After attending the funeral service of former First Lady Barbara Bush, @FLOTUS tweeted her thoughts and prayers for the Bush f…"
296,0.0,@FoxNews,0.0,1.0,3,0.0,Sat Apr 21 23:30:37 +0000 2018,@pacolumbo1 @FoxNews @AlanDersh @POTUS Its obvious you're not fully aware of the situation
297,0.0516,@FoxNews,0.119,0.75,4,0.131,Sat Apr 21 23:30:37 +0000 2018,RT @FoxNews: North Dakota airman's surprise homecoming brings 8-year-old son to tears https://t.co/nD8Z2InuGx https://t.co/hvej49CwGO
298,-0.4404,@FoxNews,0.162,0.838,5,0.0,Sat Apr 21 23:30:36 +0000 2018,"@FoxNews @dbongino Felipe is a dirty little rat, fOXNews won’t even have him on anymore with @SebGorka"
299,-0.5106,@FoxNews,0.155,0.845,6,0.0,Sat Apr 21 23:30:35 +0000 2018,"RT @skramerbyu_82: 💥While #Comey continues on his #HigherLoyalty tour he’s proving himself over&amp;over again2be a liar, leaker &amp; traitor. @CN…"
300,-0.4019,@FoxNews,0.205,0.695,7,0.1,Sat Apr 21 23:30:35 +0000 2018,"RT @FoxNews: .@AlanDersh: ""We have a presumption of innocence - and I see no indication that @POTUS did anything wrong either before he bec…"
301,0.0,@FoxNews,0.0,1.0,8,0.0,Sat Apr 21 23:30:35 +0000 2018,@FoxNews +
302,0.7163,@FoxNews,0.0,0.707,9,0.293,Sat Apr 21 23:30:34 +0000 2018,"@FoxNews @dbongino #Resist The obstructionist Socialist Deep-State, keep Making America great !!! https://t.co/WBaEmn0i8J"
303,0.6369,@FoxNews,0.0,0.826,10,0.174,Sat Apr 21 23:30:34 +0000 2018,RT @FoxNews: .@RepLeeZeldin: “[Mike Pompeo] can be one of the greatest secretaries of state that our nation has ever seen.” https://t.co/Pg…
304,-0.1531,@FoxNews,0.126,0.772,11,0.102,Sat Apr 21 23:30:34 +0000 2018,"RT @stopthenutjob: 24/7 @realDonaldTrump is thinking ""What would a dictator like Adolph do?""
1) Attack media: Maggie Haberman
2) Call for j…"
305,0.0,@FoxNews,0.0,1.0,12,0.0,Sat Apr 21 23:30:32 +0000 2018,@FoxNews @IngrahamAngle @RepLeeZeldin We will see as times  passes!
306,0.0,@FoxNews,0.0,1.0,13,0.0,Sat Apr 21 23:30:31 +0000 2018,"RT @FoxNews: .@TomiLahren: ""When the governor of California says, 'I'm not going to let the @USNationalGuard enforce federal immigration la…"
307,-0.3612,@FoxNews,0.2,0.655,14,0.145,Sat Apr 21 23:30:31 +0000 2018,RT @TheRickyDavila: How the depraved racists at @FoxNews Propaganda treated President Barack Obama for 8 years. Now they want us to treat a…
308,0.1531,@FoxNews,0.102,0.772,15,0.126,Sat Apr 21 23:30:29 +0000 2018,"RT @FoxNews: Former Florida Governor Jeb Bush comforts his father, former President George H.W. Bush during a funeral service for his mothe…"
309,0.3818,@FoxNews,0.0,0.88,16,0.12,Sat Apr 21 23:30:28 +0000 2018,RT @FoxNews: 'Angel Mom' Slams CA Gov. on Sanctuary Law: 'I Would Expect My Government to Protect Us' https://t.co/HqgRRKjxVu https://t.co/…
310,0.0,@FoxNews,0.0,1.0,17,0.0,Sat Apr 21 23:30:27 +0000 2018,@FoxNews @AlanDersh @POTUS  https://t.co/6oo3pPvSgo
311,0.2023,@FoxNews,0.157,0.609,18,0.235,Sat Apr 21 23:30:26 +0000 2018,@FoxNews @FLOTUS Hope you didn't go closer to Sr.  Bush's wheelchair to comfort him.He has nasty habits.
312,0.3818,@FoxNews,0.0,0.843,19,0.157,Sat Apr 21 23:30:26 +0000 2018,"@GregoryEllner @ShaunBarger @SBOEDist12 @FoxNews I accept this critique, and have changed my opinion of that . . . individual. 😅"
313,-0.7837,@FoxNews,0.349,0.558,20,0.093,Sat Apr 21 23:30:26 +0000 2018,"RT @EWErickson: Most attacks on @FDRLST are like most attacks on @FoxNews, professional jealousies masquerading as concern for propriety.…"
314,0.0,@FoxNews,0.0,1.0,21,0.0,Sat Apr 21 23:30:25 +0000 2018,"@trickyricky68 @FoxNews @IngrahamAngle @Comey @POTUS Typical liberal, when they can't debate someone, they turn to… https://t.co/HepEPlG9vL"
315,-0.296,@FoxNews,0.128,0.872,22,0.0,Sat Apr 21 23:30:25 +0000 2018,RT @FoxNews: DC lawmaker accused of anti-Semitism reportedly gave constituent funds to Louis Farrakhan event https://t.co/fzPtBImrNF
316,0.3818,@FoxNews,0.0,0.88,23,0.12,Sat Apr 21 23:30:25 +0000 2018,RT @FoxNews: 'Angel Mom' Slams CA Gov. on Sanctuary Law: 'I Would Expect My Government to Protect Us' https://t.co/bj6I2vAncW https://t.co/…
317,-0.6486,@FoxNews,0.223,0.777,24,0.0,Sat Apr 21 23:30:24 +0000 2018,"RT @FoxNews: Verne Troyer, Mini-Me in 'Austin Powers' movies, is dead at 49, spokesperson confirms https://t.co/4mO5E5qiDt"
318,-0.2263,@FoxNews,0.128,0.872,25,0.0,Sat Apr 21 23:30:23 +0000 2018,@FoxNews @dbongino #JesusToday #JesusTomorrow  #JesusForever  Lawsuit I suppose @DNC using the F-Bomb and screaming… https://t.co/DxAnKfcGZX
319,0.0,@FoxNews,0.0,1.0,26,0.0,Sat Apr 21 23:30:23 +0000 2018,"To date 9,948 #TrumpHaters have contributed $319,931.00 to #StormyDaniels for attorney fees and other expenses… https://t.co/j7hqIPphBs"
320,-0.4767,@FoxNews,0.193,0.807,27,0.0,Sat Apr 21 23:30:22 +0000 2018,@realjeanniep @bakerlarry84 @FoxNews @AlanDersh @POTUS 100% Fake Sean Hannity news. That's what he does.
321,-0.4118,@FoxNews,0.282,0.718,28,0.0,Sat Apr 21 23:30:21 +0000 2018,@FoxNews Why is this crazy c$&amp;&amp; getting airtime
322,-0.7964,@FoxNews,0.336,0.664,29,0.0,Sat Apr 21 23:30:20 +0000 2018,@FoxNews Some school should have the guts to fire these useless space holders. They are worthless drains on society.
323,0.4215,@FoxNews,0.0,0.872,30,0.128,Sat Apr 21 23:30:20 +0000 2018,"RT @RealCandaceO: “@realDonaldTrump represents the first opportunity for black Americans to jump off of this ideological slave ship, that i…"
324,0.0,@FoxNews,0.0,1.0,31,0.0,Sat Apr 21 23:30:20 +0000 2018,@FoxNews The minute I saw NBC/Wall Street Journal I knew that this pole was unreliable.
325,-0.3182,@FoxNews,0.126,0.874,32,0.0,Sat Apr 21 23:30:19 +0000 2018,RT @FoxNews: Missouri mother watched home burn down with her four sons inside: 'She lost everything' https://t.co/2PhTjn3SbW
326,0.4404,@FoxNews,0.0,0.782,33,0.218,Sat Apr 21 23:30:19 +0000 2018,"@ByronYork @FoxNews Any Governor challenging the Federal Immigration, Electoral laws; must be held responsible for… https://t.co/ztd6a5z8jG"
327,0.3818,@FoxNews,0.0,0.88,34,0.12,Sat Apr 21 23:30:19 +0000 2018,RT @FoxNews: 'Angel Mom' Slams CA Gov. on Sanctuary Law: 'I Would Expect My Government to Protect Us' https://t.co/bj6I2vAncW https://t.co/…
328,0.4215,@FoxNews,0.0,0.865,35,0.135,Sat Apr 21 23:30:19 +0000 2018,@cfreshsobrookln @FoxNews @realDonaldTrump He was telling her that it was nice to actually sit next to an attractiv… https://t.co/yPVCAVfa7l
329,0.2732,@FoxNews,0.0,0.905,36,0.095,Sat Apr 21 23:30:18 +0000 2018,RT @summer7570: @jdice03 @FoxNews We need to get rid of Trump’s Fcc head and create a fairness doctrine for cable etc. https://t.co/xeYQzZO…
330,0.0,@FoxNews,0.0,1.0,37,0.0,Sat Apr 21 23:30:18 +0000 2018,"RT @DesignationSix: Here are some @FoxNews advertisers.Since I have them tagged here they will each get notified every time you hit Like,Re…"
331,0.0,@FoxNews,0.0,1.0,38,0.0,Sat Apr 21 23:30:17 +0000 2018,@FoxNews I question these results based on how the question was posed.
332,0.3818,@FoxNews,0.0,0.88,39,0.12,Sat Apr 21 23:30:17 +0000 2018,RT @FoxNews: 'Angel Mom' Slams CA Gov. on Sanctuary Law: 'I Would Expect My Government to Protect Us' https://t.co/HqgRRKjxVu https://t.co/…
333,-0.296,@FoxNews,0.115,0.885,40,0.0,Sat Apr 21 23:30:17 +0000 2018,"@CaraotaDigital @CNNEE @FoxNews El MONGOLICO ex animador de Venevisión Winston Vasenilla, dice: Que importa si no c… https://t.co/pALL0MEmn4"
334,-0.3875,@FoxNews,0.226,0.774,41,0.0,Sat Apr 21 23:30:17 +0000 2018,"@amshebron @FoxNews @dbongino So, I guess you don't enjoy facts either."
335,0.1027,@FoxNews,0.089,0.806,42,0.105,Sat Apr 21 23:30:15 +0000 2018,"RT @EdKrassen: It's as clear that President Trump, @FoxNews &amp; several House Republicans are colluding to discredit James Comey &amp; Andrew McC…"
336,-0.6249,@FoxNews,0.221,0.779,43,0.0,Sat Apr 21 23:30:14 +0000 2018,RT @ShannonBream: Plus: breaking open a potential scandal within the State Dept regarding an Obama-era appointee accused of putting up barr…
337,0.4215,@FoxNews,0.0,0.872,44,0.128,Sat Apr 21 23:30:14 +0000 2018,"RT @RealCandaceO: “@realDonaldTrump represents the first opportunity for black Americans to jump off of this ideological slave ship, that i…"
338,0.0,@FoxNews,0.0,1.0,45,0.0,Sat Apr 21 23:30:14 +0000 2018,"RT @DesignationSix: Here are some @FoxNews advertisers.Since I have them tagged here they will each get notified every time you hit Like,Re…"
339,0.0,@FoxNews,0.0,1.0,46,0.0,Sat Apr 21 23:30:12 +0000 2018,RT @HardcaseGoneApe: Are the #Democrats @DNC finished? #MAGA #Trump #NoMoreDemocrats #DNCFraudlawsuit #DNC  @CNN  @FoxNews @POTUS @MarkDice…
340,0.4019,@FoxNews,0.0,0.838,47,0.162,Sat Apr 21 23:30:11 +0000 2018,RT @FoxNews: A bomb-sniffing dog named Lacy was given a retirement party after 8 years of service. https://t.co/v79tGtpU9A
341,0.5859,@FoxNews,0.0,0.847,48,0.153,Sat Apr 21 23:30:11 +0000 2018,@FoxNews @dbongino Can’t wait for the discovery phase and the dnc has to turn over all their records.   Big wow.  J… https://t.co/XR2QTNtLEk
342,-0.6476,@FoxNews,0.398,0.602,49,0.0,Sat Apr 21 23:30:10 +0000 2018,@SchlaflysCorpse @FoxNews U are a useless human being. You serve no Purpose!
343,0.3818,@FoxNews,0.0,0.88,50,0.12,Sat Apr 21 23:30:09 +0000 2018,RT @FoxNews: 'Angel Mom' Slams CA Gov. on Sanctuary Law: 'I Would Expect My Government to Protect Us' https://t.co/bj6I2vAncW https://t.co/…
344,-0.0516,@FoxNews,0.137,0.735,51,0.127,Sat Apr 21 23:30:07 +0000 2018,"RT @FoxNews: .@newtgingrich: ""It's clear that [@HillaryClinton] broke the law over and over and over again."" https://t.co/heWt79M6Vk"
345,0.4215,@FoxNews,0.0,0.872,52,0.128,Sat Apr 21 23:30:07 +0000 2018,"RT @RealCandaceO: “@realDonaldTrump represents the first opportunity for black Americans to jump off of this ideological slave ship, that i…"
346,0.0,@FoxNews,0.0,1.0,53,0.0,Sat Apr 21 23:30:07 +0000 2018,@FoxNews R.I.P. Mini-Me 😭😭 https://t.co/emBy4N8ZAY
347,0.0,@FoxNews,0.0,1.0,54,0.0,Sat Apr 21 23:30:07 +0000 2018,@Okay48789286 @everlast_223 @FoxNews Saying what
348,0.6369,@FoxNews,0.0,0.826,55,0.174,Sat Apr 21 23:30:07 +0000 2018,RT @FoxNews: .@RepLeeZeldin: “[Mike Pompeo] can be one of the greatest secretaries of state that our nation has ever seen.” https://t.co/Pg…
349,0.0,@FoxNews,0.0,1.0,56,0.0,Sat Apr 21 23:30:06 +0000 2018,@c03uxok13xe7w21 @FoxNews #Syria |🔻|📹|More than [ 300 ] Syrian and Russian¤airstrikes¤since the¤start of¤attacks by… https://t.co/iAUYbqKPEY
350,0.0,@FoxNews,0.0,1.0,57,0.0,Sat Apr 21 23:30:02 +0000 2018,@DaveRowlen @FoxNews @FLOTUS Carters didn’t see them
351,0.0,@FoxNews,0.0,1.0,58,0.0,Sat Apr 21 23:30:01 +0000 2018,RT @GhostAr1234: @zingars @estocker8 @BBCWorld @V_of_Europe @FoxNews @OANN  https://t.co/RTfVsh9XUF
352,-0.3612,@FoxNews,0.102,0.898,59,0.0,Sat Apr 21 23:30:01 +0000 2018,"RT @FoxNews: After attending the funeral service of former First Lady Barbara Bush, @FLOTUS tweeted her thoughts and prayers for the Bush f…"
353,0.6249,@FoxNews,0.0,0.796,60,0.204,Sat Apr 21 23:30:01 +0000 2018,RT @Brandon20096395: @RealCandaceO @realDonaldTrump @foxandfriends @TPUSA @FoxNews You are awesome. Finally a voice of reason in the midst…
354,-0.3612,@FoxNews,0.102,0.898,61,0.0,Sat Apr 21 23:30:01 +0000 2018,"RT @FoxNews: After attending the funeral service of former First Lady Barbara Bush, @FLOTUS tweeted her thoughts and prayers for the Bush f…"
355,-0.296,@FoxNews,0.128,0.872,62,0.0,Sat Apr 21 23:29:59 +0000 2018,RT @FoxNews: DC lawmaker accused of anti-Semitism reportedly gave constituent funds to Louis Farrakhan event https://t.co/fzPtBImrNF
356,0.4404,@FoxNews,0.0,0.775,63,0.225,Sat Apr 21 23:29:59 +0000 2018,@Helenblue2 @FoxNews @TGowdySC @Comey @realDonaldTrump Exactly how are you better off?
357,0.0772,@FoxNews,0.079,0.83,64,0.091,Sat Apr 21 23:29:58 +0000 2018,"RT @SarahConnor2017: And in other news, water is wet.

@FoxNews has never been news (let alone fair and balanced) and @seanhannity is a col…"
358,-0.3244,@FoxNews,0.205,0.679,65,0.117,Sat Apr 21 23:29:56 +0000 2018,"@FoxNews I don't care what your political bent is, 76 years is a triumph by any standard. It must be a bitter sweet… https://t.co/EtA69sX0lN"
359,0.0,@FoxNews,0.0,1.0,66,0.0,Sat Apr 21 23:29:56 +0000 2018,"@FoxNews Britain should have been called out for using lethal force against the Germans in 1940, right?"
360,0.1531,@FoxNews,0.102,0.772,67,0.126,Sat Apr 21 23:29:56 +0000 2018,"RT @FoxNews: Former Florida Governor Jeb Bush comforts his father, former President George H.W. Bush during a funeral service for his mothe…"
361,0.0,@FoxNews,0.0,1.0,68,0.0,Sat Apr 21 23:29:55 +0000 2018,@WattersWorld @JesseBWatters @StephenBaldwin7 @TomiLahren D-list of celebrities appearing on @FoxNews continues.... https://t.co/fpaiwvl3hE
362,0.0,@FoxNews,0.0,1.0,69,0.0,Sat Apr 21 23:29:54 +0000 2018,"RT @DesignationSix: Here are some @FoxNews advertisers.Since I have them tagged here they will each get notified every time you hit Like,Re…"
363,-0.2481,@FoxNews,0.399,0.601,70,0.0,Sat Apr 21 23:29:54 +0000 2018,@FoxNews @HillaryClinton Seriously! https://t.co/Sxg0BOibVf
364,-0.6486,@FoxNews,0.223,0.777,71,0.0,Sat Apr 21 23:29:53 +0000 2018,"RT @FoxNews: Verne Troyer, Mini-Me in 'Austin Powers' movies, is dead at 49, spokesperson confirms https://t.co/4mO5E5qiDt"
365,-0.5848,@FoxNews,0.269,0.731,72,0.0,Sat Apr 21 23:29:53 +0000 2018,RT @FoxNews: 'You Know Nothing!': @dbongino Battles Former Clinton Aide Over DNC Lawsuit https://t.co/ZiCwdoaVhD https://t.co/E5MlA6SXN4
366,0.0,@FoxNews,0.0,1.0,73,0.0,Sat Apr 21 23:29:53 +0000 2018,RT @HardcaseGoneApe: Are the #Democrats @DNC finished? #MAGA #Trump #NoMoreDemocrats #DNCFraudlawsuit #DNC  @CNN  @FoxNews @POTUS @MarkDice…
367,0.0,@FoxNews,0.0,1.0,74,0.0,Sat Apr 21 23:29:52 +0000 2018,RT @FoxNews: School bus driver removed from route for leading young passengers in prayer https://t.co/hpM1raBM2C
368,0.4215,@FoxNews,0.0,0.872,75,0.128,Sat Apr 21 23:29:52 +0000 2018,"RT @RealCandaceO: “@realDonaldTrump represents the first opportunity for black Americans to jump off of this ideological slave ship, that i…"
369,0.4215,@FoxNews,0.0,0.872,76,0.128,Sat Apr 21 23:29:51 +0000 2018,"RT @RealCandaceO: “@realDonaldTrump represents the first opportunity for black Americans to jump off of this ideological slave ship, that i…"
370,0.0,@FoxNews,0.0,1.0,77,0.0,Sat Apr 21 23:29:48 +0000 2018,RT @crizaans: @FoxNews @dbongino #QAnon #IBOR #LockThemUp #FakeNews #Haiti @POTUS https://t.co/U3U3J9zEbZ
371,0.4374,@FoxNews,0.0,0.839,78,0.161,Sat Apr 21 23:29:47 +0000 2018,RT @JannaWilkinso69: @RealCandaceO @ledford08 @realDonaldTrump @foxandfriends @TPUSA @FoxNews @RealCandaceO I am a fan is all I can say !!…
372,0.6369,@FoxNews,0.0,0.769,79,0.231,Sat Apr 21 23:29:47 +0000 2018,RT @FoxNews: Dwayne 'The Rock' Johnson had the best response to a Minnesota teen's 'promposal' https://t.co/TYthCgQbPT
373,-0.8439,@FoxNews,0.403,0.597,80,0.0,Sat Apr 21 23:29:46 +0000 2018,"@j2002smith @MissTeresalam @FoxNews The Bush family destroyed this country.

To hell with THEM! #9/11"
374,0.9201,@FoxNews,0.0,0.498,81,0.502,Sat Apr 21 23:29:46 +0000 2018,@FoxNews @FLOTUS Thank you for always being so classy and dignified. Proud to call you my FLOTUS!
375,-0.2481,@FoxNews,0.213,0.656,82,0.131,Sat Apr 21 23:29:45 +0000 2018,"RT @joncoopertweets: It’s getting pretty embarrassing for @IngrahamAngle. The beleaguered @FoxNews host has lost 24 (count ‘em, 24!) sponso…"
376,0.9617,@FoxNews,0.0,0.17,83,0.83,Sat Apr 21 23:29:44 +0000 2018,"@FoxNews HA HA HA HA HA COUGH COUGH
GOOD ONE!"
377,-0.5848,@FoxNews,0.269,0.731,84,0.0,Sat Apr 21 23:29:42 +0000 2018,RT @FoxNews: 'You Know Nothing!': @dbongino Battles Former Clinton Aide Over DNC Lawsuit https://t.co/ZiCwdoswGd https://t.co/UfKVnwhCXm
378,0.3612,@FoxNews,0.0,0.8,85,0.2,Sat Apr 21 23:29:42 +0000 2018,@Winchester92367 @ponyplayer47 @0Jebus2 @FoxNews I'd like to see proof of that
